epoch,dice_coefficient,f1_score,iou_metric,loss,val_dice_coefficient,val_f1_score,val_iou_metric,val_loss
0,0.8202640414237976,0.8531777262687683,0.7221716642379761,0.2960257828235626,0.3288314938545227,0.334401935338974,0.20073577761650085,1.589102029800415
1,0.9236934781074524,0.9395267963409424,0.8589966297149658,0.13731619715690613,0.8776887059211731,0.8904343843460083,0.7838228344917297,0.23514671623706818
2,0.9360226392745972,0.9483771920204163,0.8803119659423828,0.11769624799489975,0.9375178813934326,0.9497204422950745,0.8829128742218018,0.11455496400594711
3,0.9426156282424927,0.9533142447471619,0.8919385671615601,0.10715381056070328,0.943735659122467,0.9534178376197815,0.8939122557640076,0.10633260011672974
4,0.9465363621711731,0.9562579989433289,0.8989248275756836,0.10090526193380356,0.9450709819793701,0.9549500346183777,0.8962955474853516,0.10261481255292892
5,0.9494795203208923,0.959038496017456,0.9042161703109741,0.08998296409845352,0.9523736834526062,0.9620028734207153,0.9094699025154114,0.06930822134017944
6,0.9559913277626038,0.9652450680732727,0.9160693883895874,0.06357011198997498,0.955500602722168,0.9644330739974976,0.9151694774627686,0.06458384543657303
7,0.9587913751602173,0.9673441648483276,0.9211959838867188,0.0593029223382473,0.9582251906394958,0.9666292071342468,0.9201668500900269,0.06019146740436554
8,0.9605624675750732,0.9686965346336365,0.924450695514679,0.056503742933273315,0.959223210811615,0.966710090637207,0.9219907522201538,0.05988086014986038
9,0.9619288444519043,0.9697380065917969,0.9269733428955078,0.054462600499391556,0.9610191583633423,0.9677951335906982,0.9253111481666565,0.05806133151054382
10,0.963259220123291,0.9707670211791992,0.9294354915618896,0.05242675170302391,0.9615721702575684,0.9686391353607178,0.9263206720352173,0.05613987147808075
11,0.9642044305801392,0.9715296030044556,0.9311893582344055,0.050708841532468796,0.9621810913085938,0.9693408012390137,0.9274807572364807,0.05450761690735817
12,0.9649069905281067,0.9720379114151001,0.9324942231178284,0.04961056634783745,0.9627255201339722,0.9699194431304932,0.9284636378288269,0.05335898697376251
13,0.966032862663269,0.9729576706886292,0.9345880746841431,0.04791298136115074,0.9639384150505066,0.9704722166061401,0.9307157397270203,0.05234887823462486
14,0.9668320417404175,0.9735836982727051,0.9360771775245667,0.04672403261065483,0.9638392329216003,0.9703574776649475,0.9305471777915955,0.05235787108540535
15,0.9675763249397278,0.97417813539505,0.937466561794281,0.04561320319771767,0.9647629857063293,0.9712217450141907,0.932249128818512,0.050895508378744125
16,0.9681039452552795,0.9745686650276184,0.9384530782699585,0.04485602304339409,0.9655895829200745,0.9717731475830078,0.9337882399559021,0.04985731467604637
17,0.9686368703842163,0.974992573261261,0.9394530057907104,0.044075872749090195,0.9658833742141724,0.9715464115142822,0.9343358278274536,0.050333354622125626
18,0.9692663550376892,0.9754878282546997,0.9406307935714722,0.043161790817976,0.9661734104156494,0.9722609519958496,0.9348872900009155,0.04908543825149536
19,0.969916045665741,0.9760246276855469,0.9418506026268005,0.042214132845401764,0.9666628837585449,0.9724122881889343,0.9358012080192566,0.04883093759417534
20,0.970557689666748,0.9765526056289673,0.9430562257766724,0.04127141833305359,0.9675140380859375,0.9729746580123901,0.9373915791511536,0.04784585162997246
21,0.9710151553153992,0.9769065976142883,0.9439163208007812,0.04062671959400177,0.9677004218101501,0.9731042385101318,0.9377362132072449,0.047671571373939514
22,0.9714892506599426,0.9773011207580566,0.9448098540306091,0.03995184972882271,0.9676167964935303,0.9732425808906555,0.9375914335250854,0.04742124304175377
23,0.9719258546829224,0.977636992931366,0.9456335306167603,0.03934771567583084,0.9683912992477417,0.9737139940261841,0.9390483498573303,0.046630699187517166
