epoch,dice_coefficient,f1_score,iou_metric,loss,val_dice_coefficient,val_f1_score,val_iou_metric,val_loss
0,0.7950097322463989,0.8313239812850952,0.6916040778160095,0.3212117850780487,0.3585619628429413,0.3620501160621643,0.2205265313386917,1.9443488121032715
1,0.9212454557418823,0.9403206706047058,0.8549061417579651,0.1181311085820198,0.8783203959465027,0.8947730660438538,0.7861350178718567,0.2177540808916092
2,0.9367585182189941,0.951164186000824,0.8816961050033569,0.09413519501686096,0.940437912940979,0.9523348808288574,0.8881486058235168,0.09033023566007614
3,0.9450047612190247,0.957234799861908,0.8962764143943787,0.08099168539047241,0.9466590285301208,0.9580686688423157,0.8992195725440979,0.07869118452072144
4,0.9494404792785645,0.9604491591453552,0.9042263627052307,0.07399768382310867,0.9508295655250549,0.9610638618469238,0.9067080616950989,0.07236868888139725
5,0.9528646469116211,0.9629627466201782,0.9104059934616089,0.0685257762670517,0.9528486132621765,0.9617280960083008,0.9103627800941467,0.0706484392285347
6,0.9552396535873413,0.9646898508071899,0.914717972278595,0.06468064337968826,0.9544558525085449,0.9632024168968201,0.9132988452911377,0.0670957937836647
7,0.9572092294692993,0.9661827683448792,0.918312668800354,0.06154289096593857,0.9560051560401917,0.9642082452774048,0.9161052703857422,0.06469032168388367
8,0.9587039947509766,0.9672724604606628,0.9210479259490967,0.059196650981903076,0.9579077959060669,0.9660087823867798,0.9195932149887085,0.061332061886787415
9,0.9602066278457642,0.9684690833091736,0.9238044023513794,0.05682813748717308,0.9585987329483032,0.9668898582458496,0.9208551049232483,0.059790730476379395
10,0.9615277647972107,0.9695418477058411,0.9262391328811646,0.05480534955859184,0.9585062861442566,0.9661450982093811,0.9206922650337219,0.06084194779396057
11,0.9625684022903442,0.9703311920166016,0.9281584024429321,0.0532013364136219,0.960759699344635,0.9683288335800171,0.9248334765434265,0.05668429657816887
12,0.9635737538337708,0.9711105823516846,0.9300220012664795,0.05167523771524429,0.9615116119384766,0.9689853191375732,0.926215410232544,0.05547093227505684
13,0.9645091891288757,0.971829354763031,0.9317551255226135,0.05026897042989731,0.9613000750541687,0.9688135981559753,0.9258534908294678,0.05550670623779297
14,0.965199887752533,0.9723593592643738,0.9330406188964844,0.04921000078320503,0.9632611870765686,0.9702094793319702,0.9294645190238953,0.05303071066737175
15,0.9661292433738708,0.9730980396270752,0.9347686171531677,0.047840237617492676,0.9633694291114807,0.9703783988952637,0.9296605587005615,0.05265649035573006
16,0.966812789440155,0.9736283421516418,0.936039388179779,0.046809177845716476,0.9642993211746216,0.9707016944885254,0.9313880205154419,0.05208222568035126
17,0.9674608707427979,0.9741383194923401,0.9372509121894836,0.045853160321712494,0.9634167551994324,0.9705590605735779,0.9297679662704468,0.0521082878112793
18,0.968170166015625,0.9747210144996643,0.9385778307914734,0.0448027066886425,0.9651731252670288,0.971435546875,0.9330112934112549,0.05076766759157181
19,0.9687324166297913,0.9751631021499634,0.9396306872367859,0.04400354251265526,0.9652086496353149,0.9714057445526123,0.9330856204032898,0.050943415611982346
20,0.9692797064781189,0.9755935072898865,0.9406552314758301,0.043207209557294846,0.9657424092292786,0.9720922708511353,0.9340786933898926,0.04954312741756439
21,0.9698272347450256,0.9760404229164124,0.9416826367378235,0.042411744594573975,0.9670044183731079,0.9726706743240356,0.936436653137207,0.04851754009723663
22,0.9703732132911682,0.9764624834060669,0.9427095055580139,0.041630327701568604,0.9668530225753784,0.9726603031158447,0.936153769493103,0.04868025705218315
23,0.9709447026252747,0.9769172668457031,0.9437829256057739,0.040815092623233795,0.9672612547874451,0.97268146276474,0.9369226098060608,0.04867437109351158
24,0.971390426158905,0.977279007434845,0.9446219801902771,0.04015662148594856,0.9667827486991882,0.9725215435028076,0.9360403418540955,0.04886540770530701
25,0.9717459082603455,0.9775526523590088,0.9452924132347107,0.03967040404677391,0.9679644703865051,0.973173201084137,0.9382379055023193,0.047753315418958664
26,0.9720613956451416,0.9778060913085938,0.9458886981010437,0.039214733988046646,0.9675907492637634,0.9730913043022156,0.937548816204071,0.04792376980185509
27,0.9727197289466858,0.9783483743667603,0.9471302032470703,0.038264770060777664,0.9683946967124939,0.9734883904457092,0.9390493035316467,0.04720797389745712
28,0.9730443358421326,0.9786055088043213,0.9477447867393494,0.03781181201338768,0.9682106375694275,0.973649799823761,0.9387102127075195,0.04705459997057915
29,0.9735584259033203,0.9790286421775818,0.9487181901931763,0.03706913813948631,0.9686675071716309,0.9734821319580078,0.9395552277565002,0.04745650663971901
30,0.9739482402801514,0.9793515205383301,0.9494551420211792,0.036525581032037735,0.9689229130744934,0.9737880229949951,0.9400622844696045,0.04698437079787254
