epoch,dice_coefficient,f1_score,iou_metric,loss,val_dice_coefficient,val_f1_score,val_iou_metric,val_loss
0,0.3097725510597229,0.3541359305381775,0.19858340919017792,1.0931543111801147,0.5914630889892578,0.7073469161987305,0.42415574193000793,0.6518554091453552
1,0.6674767136573792,0.7536441087722778,0.5066787600517273,0.5246393084526062,0.7255792021751404,0.7950839400291443,0.5726177096366882,0.4187287986278534
2,0.7915230989456177,0.841797411441803,0.6580785512924194,0.3375670909881592,0.7941577434539795,0.850631833076477,0.6608209609985352,0.3201732039451599
3,0.8361478447914124,0.8754758238792419,0.7204483151435852,0.26499855518341064,0.8344846367835999,0.8738134503364563,0.7175894379615784,0.26507604122161865
4,0.8576680421829224,0.891060471534729,0.7524022459983826,0.22752006351947784,0.8570055961608887,0.892552375793457,0.7511557340621948,0.22210563719272614
5,0.8702724575996399,0.900632381439209,0.7717035412788391,0.2056080400943756,0.8612780570983887,0.8989915251731873,0.757637083530426,0.2096746861934662
6,0.8793178796768188,0.9074922204017639,0.7858728170394897,0.18993054330348969,0.8714168071746826,0.903325617313385,0.7735007405281067,0.19580715894699097
7,0.88739013671875,0.9135147333145142,0.7987200617790222,0.17583315074443817,0.881492018699646,0.90839022397995,0.7893721461296082,0.18473969399929047
8,0.8930565714836121,0.9177552461624146,0.8078644871711731,0.16576571762561798,0.8822791576385498,0.9112075567245483,0.790530264377594,0.17715847492218018
9,0.8983126878738403,0.9221676588058472,0.8164246082305908,0.15661846101284027,0.8950742483139038,0.9182432889938354,0.8113394975662231,0.1626102775335312
10,0.9034620523452759,0.9261609315872192,0.8249028921127319,0.14807528257369995,0.9023643136024475,0.9255919456481934,0.8230330944061279,0.14746534824371338
11,0.9080533981323242,0.9296200275421143,0.832527756690979,0.14046159386634827,0.9075367450714111,0.93011873960495,0.831605076789856,0.13918757438659668
12,0.9120635390281677,0.9327132105827332,0.8392325043678284,0.13410648703575134,0.9095325469970703,0.9321116209030151,0.8349723219871521,0.13537220656871796
13,0.915975034236908,0.9357397556304932,0.8458109498023987,0.12802956998348236,0.9161841869354248,0.9325156807899475,0.8461905121803284,0.1341627836227417
14,0.9197317957878113,0.9385395050048828,0.8521855473518372,0.12238611280918121,0.9214597344398499,0.9390870332717896,0.8551480174064636,0.12121844291687012
15,0.9229389429092407,0.9408630132675171,0.8576753735542297,0.1174379289150238,0.9204003810882568,0.93875652551651,0.8532941937446594,0.12189758569002151
16,0.9256696701049805,0.9428356289863586,0.8623566627502441,0.11324267834424973,0.9231319427490234,0.9412464499473572,0.8579775094985962,0.11631258577108383
17,0.9277957081794739,0.9443395733833313,0.8660218119621277,0.10993216186761856,0.9292766451835632,0.9448828101158142,0.868560791015625,0.1089339330792427
18,0.9303744435310364,0.9462658762931824,0.8704936504364014,0.10588184744119644,0.9326103925704956,0.9470233917236328,0.8743412494659424,0.10418026894330978
19,0.9325578212738037,0.9478873014450073,0.8742902278900146,0.1024751141667366,0.9315817356109619,0.946554958820343,0.8726094365119934,0.10524728894233704
20,0.934406578540802,0.9492341876029968,0.8775160312652588,0.09963113814592361,0.9340431690216064,0.9483969211578369,0.8768827319145203,0.1012653186917305
21,0.9357206225395203,0.9501773715019226,0.8798217177391052,0.09754272550344467,0.9366436004638672,0.9499093890190125,0.8814402222633362,0.09784150123596191
22,0.9373377561569214,0.9513553380966187,0.8826602101325989,0.0949891209602356,0.9379413723945618,0.9510335326194763,0.8837189674377441,0.09561246633529663
23,0.939007043838501,0.9525842070579529,0.8856034874916077,0.09234052896499634,0.9384332299232483,0.9514862895011902,0.8845877051353455,0.0948183462023735
24,0.939407229423523,0.9528346061706543,0.8863162398338318,0.09163680672645569,0.940528154373169,0.9527691602706909,0.8882805109024048,0.09188354015350342
25,0.9413627982139587,0.9543012976646423,0.889771580696106,0.08850860595703125,0.9410907030105591,0.9537459015846252,0.889286994934082,0.08999142795801163
26,0.9423409700393677,0.9550077319145203,0.8915116786956787,0.08693262189626694,0.9428939819335938,0.954497754573822,0.8924960494041443,0.08829955011606216
27,0.9432474374771118,0.9556659460067749,0.8931193351745605,0.0854727178812027,0.943070650100708,0.9551606178283691,0.8928180932998657,0.08667585253715515
28,0.9441455602645874,0.9563256502151489,0.8947181701660156,0.08398398011922836,0.9434775710105896,0.9564092755317688,0.8935427665710449,0.08419253677129745
29,0.9450694918632507,0.9570225477218628,0.896367609500885,0.08246541768312454,0.9457988739013672,0.9565282464027405,0.8976771831512451,0.08352971076965332
30,0.9459966421127319,0.9577065706253052,0.898029625415802,0.08096694946289062,0.9461809396743774,0.9572815895080566,0.8983666896820068,0.08226574957370758
