epoch,dice_coefficient,f1_score,iou_metric,loss,val_dice_coefficient,val_f1_score,val_iou_metric,val_loss
0,0.6911603212356567,0.7369937896728516,0.5726351141929626,0.4989733099937439,0.8234633803367615,0.8546096682548523,0.702324628829956,0.3192206919193268
1,0.8957034945487976,0.9217547178268433,0.8123107552528381,0.17710009217262268,0.888383686542511,0.9112805128097534,0.8007162809371948,0.19294753670692444
2,0.9125567078590393,0.933502197265625,0.840187668800354,0.14689166843891144,0.9066425561904907,0.9244351387023926,0.830287754535675,0.1628635972738266
3,0.9222282767295837,0.9398877620697021,0.8565337061882019,0.13042819499969482,0.9200991988182068,0.935345470905304,0.8528857827186584,0.13935965299606323
4,0.9302062392234802,0.945655107498169,0.8702331185340881,0.11807917058467865,0.9283393621444702,0.9411117434501648,0.8670070171356201,0.1264139711856842
5,0.9355677962303162,0.9493950009346008,0.8795663714408875,0.10942564904689789,0.9331029057502747,0.9459876418113708,0.8752457499504089,0.11483636498451233
6,0.9392534494400024,0.9520012140274048,0.8860359787940979,0.1032496839761734,0.9353765845298767,0.947774350643158,0.8792157769203186,0.11041954159736633
7,0.9424026608467102,0.9543293714523315,0.8916060328483582,0.097954161465168,0.9400354027748108,0.951816201210022,0.8873932957649231,0.10204579681158066
8,0.9447241425514221,0.9560062289237976,0.8957364559173584,0.09411083161830902,0.9433894753456116,0.9537672996520996,0.8933708667755127,0.09805132448673248
9,0.9464790225028992,0.957269012928009,0.8988680243492126,0.09115127474069595,0.9449709057807922,0.9547924995422363,0.8962143063545227,0.09577445685863495
10,0.9480249285697937,0.9583847522735596,0.9016416072845459,0.08862006664276123,0.9461177587509155,0.9564275145530701,0.8981993794441223,0.09225661307573318
11,0.9497473835945129,0.9596933126449585,0.9047334790229797,0.0858086571097374,0.9476907253265381,0.9572852849960327,0.9010483026504517,0.09045824408531189
12,0.9509496092796326,0.9605576992034912,0.9069014191627502,0.08379098773002625,0.9495678544044495,0.9587871432304382,0.9044058322906494,0.0870882198214531
13,0.9520683288574219,0.9613769054412842,0.9089242815971375,0.08194952458143234,0.9503218531608582,0.9592897295951843,0.9057632684707642,0.08587919175624847
14,0.9532169103622437,0.962243378162384,0.9110037088394165,0.080076664686203,0.9505274295806885,0.9591296315193176,0.9061279296875,0.08568096905946732
15,0.9540577530860901,0.9628711342811584,0.9125277996063232,0.07870550453662872,0.9513888359069824,0.9604629278182983,0.9076768159866333,0.08296137303113937
16,0.9550293684005737,0.9638172388076782,0.9142979979515076,0.07453882694244385,0.9550938010215759,0.9638078808784485,0.9144535064697266,0.06680729985237122
17,0.9582979679107666,0.9669583439826965,0.9202958345413208,0.06092550605535507,0.9569034576416016,0.9647950530052185,0.9177506566047668,0.06505266577005386
18,0.9592491984367371,0.9676931500434875,0.9220411777496338,0.059484414756298065,0.9573739767074585,0.9652132391929626,0.9186090230941772,0.06410075724124908
19,0.9599188566207886,0.9682071805000305,0.923274040222168,0.0584283210337162,0.9575558304786682,0.96579509973526,0.9189386963844299,0.06291650980710983
20,0.9604615569114685,0.9686163663864136,0.9242691397666931,0.057579752057790756,0.9580782055854797,0.9658954739570618,0.919910192489624,0.06264092773199081
21,0.9607292413711548,0.9687999486923218,0.924764096736908,0.05714365467429161,0.9582549929618835,0.9663340449333191,0.9202194213867188,0.06173339858651161
22,0.9616216421127319,0.9695161581039429,0.9264082312583923,0.0557418055832386,0.9591271877288818,0.9667755365371704,0.9218207001686096,0.06070902571082115
23,0.9620837569236755,0.9698662161827087,0.9272608757019043,0.055000290274620056,0.9594016671180725,0.9671999216079712,0.9223284721374512,0.05986794829368591
24,0.9626870155334473,0.9703744649887085,0.9283779859542847,0.05395927652716637,0.9594260454177856,0.9672547578811646,0.9223703145980835,0.059649258852005005
25,0.9629255533218384,0.9705605506896973,0.9288198351860046,0.0534776896238327,0.9598620533943176,0.9675249457359314,0.9231939911842346,0.05886409804224968
26,0.9633263945579529,0.9708864688873291,0.929559588432312,0.052748437970876694,0.9609432816505432,0.9680145382881165,0.9251726269721985,0.05807191878557205
27,0.9638090133666992,0.9712738394737244,0.9304532408714294,0.051935914903879166,0.9610739946365356,0.968320906162262,0.9254117608070374,0.057275980710983276
28,0.9640801548957825,0.971478283405304,0.9309558868408203,0.05148414522409439,0.9613147974014282,0.9685534834861755,0.9258604645729065,0.056821420788764954
